label,review,review_,senti_words,sum,sum_senti_words
0,"she 's not yet an actress , not quite a singer","she 's not yet an actress , not quite a singer",,11,0
1,"a naturally funny film , home movie makes you crave chris smith 's next movie","a naturally funny film , home movie make you crave chris smith 's next movie",naturally funny,15,2
1,"the early and middle passages are surprising in how much they engage and even touch us this is not a classical dramatic animated feature , nor a hip , contemporary , in jokey one it 's sort of in between , and it works","the early and middle passage be surprise in how much they engage and even touch u this be not a classical dramatic animate feature , nor a hip , contemporary , in jokey one it 's sort of in between , and it work",pass sage surprise even dramatic animate key,44,7
0,"too campy to work as straight drama and too violent and sordid to function as comedy , vulgar is , truly and thankfully , a one of a kind work","too campy to work a straight drama and too violent and sordid to function a comedy , vulgar be , truly and thankfully , a one of a kind work",violent sordid vulgar truly thank kind,30,6
1,"a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience","a splendid entertainment , young in spirit but accomplish in all aspect with the fullness of spirit and sense of ease that come only with experience",splendid,26,1
0,"obviously , a lot of people wasted a lot of their time \( including mine \) on something very inconsequential","obviously , a lot of people waste a lot of their time \( include mine \) on something very inconsequential",obviously sly waste thin very inconsequent,20,6
0,michele is a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously,michele be a such a brainless flibbertigibbet that it 's hard to take her spiritual quest at all seriously,hard seriously sly,19,3
0,"my precious new star wars movie is a lumbering , wheezy drag","my precious new star war movie be a lumber , wheezy drag",precious new star,12,3
1,"the creative animation work may not look as fully 'rendered' as pixar 's industry standard , but it uses lighting effects and innovative backgrounds to an equally impressive degree","the creative animation work may not look a fully 'rendered' a pixar 's industry standard , but it us light effect and innovative background to an equally impressive degree",creative industry standard light back round equally impressive,29,8
1,"flavorful and romantic , you could call this how martha got her groove back assuming , that is , she ever had one to begin with","flavorful and romantic , you could call this how martha get her groove back assume , that be , she ever have one to begin with",back,26,1
1,"stephen rea , aidan quinn , and alan bates play desmond 's legal eagles , and when joined by brosnan , the sight of this grandiloquent quartet lolling in pretty irish settings is a pleasant enough thing , 'tis","stephen rea , aidan quinn , and alan bat play desmond 's legal eagle , and when join by brosnan , the sight of this grandiloquent quartet loll in pretty irish set be a pleasant enough thing , 'tis",legal sigh grand pretty set pleasant thin,39,7
1,there 's none of the happily ever after spangle of monsoon wedding in late marriage and that 's part of what makes dover kosashvili 's outstanding feature debut so potent,there 's none of the happily ever after spangle of monsoon wed in late marriage and that 's part of what make dover kosashvili 's outstanding feature debut so potent,happily outstanding,30,2
0,storytelling feels slight,storytelling feel slight,slight light,3,2
0,deserves high marks for political courage but barely gets by on its artistic merits,deserve high mark for political courage but barely get by on it artistic merit,high politic barely artistic,14,4
0,"it all unfolds predictably , and the adventures that happen along the way seem repetitive and designed to fill time , providing no real sense of suspense","it all unfold predictably , and the adventure that happen along the way seem repetitive and design to fill time , provide no real sense of suspense",old ably venture long ill real,27,6
